ID;edad;trabajo;estado_civil;educacion;deuda;saldo;vivienda;prestamo;tipo_contacto;duracion;fecha_contacto;campaign;tiempo_transcurrido;contactos_anteriores;resultado_campanas_anteriores;target
26678;33;management;casado;universitarios;no;91;no;no;movil;526;10-jul-2021;1;-1;0;;no
26679;54;self-employed;casado;secundaria/superiores;no;12159;si;no;;183;30-may-2021;2;-1;0;;no
26680;31;blue-collar;casado;priamaria;no;576;si;si;;230;3-jun-2021;3;-1;0;;no
26681;34;blue-collar;soltero;secundaria/superiores;si;-947;si;no;;211;8-may-2021;3;-1;0;;no
26682;39;services;casado;secundaria/superiores;no;1205;si;no;;118;6-may-2021;2;-1;0;;no
26683;25;entrepreneur;casado;universitarios;no;30;si;no;movil;254;24-jul-2021;2;-1;0;;no
26684;35;technician;soltero;universitarios;no;172;si;si;movil;52;18-nov-2021;1;-1;0;;no
26685;60;retired;casado;universitarios;no;0;no;no;fijo;363;14-jul-2021;3;-1;0;;no
26686;73;retired;casado;universitarios;no;1843;no;no;movil;106;11-sep-2021;2;-1;0;;si
26687;57;management;divorciado;universitarios;no;408;si;no;movil;402;13-may-2021;2;351;1;sin_exito;no
26688;37;blue-collar;casado;secundaria/superiores;no;-57;si;si;movil;55;7-may-2021;5;-1;0;;no
26689;41;blue-collar;casado;secundaria/superiores;no;-100;si;no;;20;16-jun-2021;21;-1;0;;no
26690;52;management;casado;priamaria;no;3343;no;no;movil;227;13-oct-2021;1;-1;0;;no
26691;31;technician;soltero;secundaria/superiores;no;691;si;no;movil;198;8-may-2021;1;-1;0;;no
26692;29;blue-collar;soltero;secundaria/superiores;no;2553;si;no;movil;250;16-apr-2021;1;-1;0;;no
26693;27;blue-collar;soltero;secundaria/superiores;no;-247;no;si;movil;264;22-jul-2021;1;-1;0;;no
26694;50;management;casado;universitarios;no;112;si;no;movil;70;4-nov-2021;5;85;5;otro;no
26695;33;management;soltero;universitarios;no;109;no;no;movil;122;21-aug-2021;5;-1;0;;no
26696;32;admin.;soltero;universitarios;no;291;no;no;fijo;223;28-jan-2021;6;275;5;otro;no
26697;31;blue-collar;casado;priamaria;no;352;si;no;;97;19-may-2021;9;-1;0;;no
26698;47;admin.;divorciado;priamaria;no;1095;si;no;movil;171;18-nov-2021;1;110;2;otro;no
26699;42;admin.;divorciado;secundaria/superiores;si;0;no;no;movil;226;24-jul-2021;1;-1;0;;no
26700;31;blue-collar;casado;secundaria/superiores;no;1529;si;no;;231;2-jun-2021;8;-1;0;;no
26701;35;technician;casado;secundaria/superiores;no;513;si;no;movil;377;18-jul-2021;1;-1;0;;no
26702;47;management;casado;universitarios;no;109;si;no;movil;91;16-apr-2021;2;268;1;sin_exito;no
26703;33;technician;soltero;secundaria/superiores;no;390;si;no;movil;254;14-jul-2021;2;-1;0;;no
26704;33;management;casado;universitarios;no;0;no;no;movil;244;13-apr-2021;2;-1;0;;no
26705;59;technician;casado;universitarios;no;4445;no;no;;96;11-jun-2021;7;-1;0;;no
26706;47;management;casado;secundaria/superiores;no;177;si;no;movil;95;14-may-2021;3;-1;0;;no
26707;28;unemployed;soltero;universitarios;no;0;no;no;fijo;39;2-feb-2021;1;-1;0;;no
26708;56;technician;divorciado;priamaria;no;13;si;no;;357;5-may-2021;2;-1;0;;no
26709;32;technician;casado;secundaria/superiores;no;3184;si;no;movil;135;11-aug-2021;2;-1;0;;no
26710;32;self-employed;soltero;universitarios;no;519;si;no;movil;317;16-apr-2021;2;149;1;sin_exito;no
26711;34;technician;soltero;universitarios;no;228;si;no;movil;387;22-jul-2021;4;-1;0;;no
26712;65;unknown;casado;;no;4717;no;no;fijo;256;6-aug-2021;1;-1;0;;si
26713;45;housemaid;casado;priamaria;no;8692;si;no;movil;108;14-oct-2021;1;-1;0;;no
26714;27;blue-collar;soltero;priamaria;no;5;si;no;movil;182;18-may-2021;1;-1;0;;no
26715;46;technician;casado;priamaria;no;718;si;no;movil;80;6-feb-2021;2;268;1;sin_exito;no
26716;36;blue-collar;casado;priamaria;no;650;si;no;;170;12-may-2021;2;-1;0;;no
26717;38;admin.;casado;secundaria/superiores;no;76;no;no;movil;129;20-nov-2021;1;-1;0;;no
26718;55;blue-collar;casado;secundaria/superiores;no;989;si;si;;246;23-may-2021;4;-1;0;;no
26719;38;blue-collar;casado;secundaria/superiores;no;625;si;si;movil;210;11-may-2021;1;-1;0;;no
26720;34;blue-collar;casado;priamaria;no;329;si;no;movil;952;17-apr-2021;1;343;1;sin_exito;si
26721;44;blue-collar;casado;priamaria;no;1704;si;no;movil;312;9-apr-2021;2;-1;0;;no
26722;42;blue-collar;casado;secundaria/superiores;no;250;si;no;movil;42;17-apr-2021;3;-1;0;;no
26723;55;retired;casado;universitarios;no;197;no;si;movil;256;8-jul-2021;1;-1;0;;no
26724;34;blue-collar;casado;priamaria;no;765;si;no;;111;3-jun-2021;7;-1;0;;no
26725;44;blue-collar;casado;;no;189;si;no;;175;26-may-2021;3;-1;0;;no
26726;41;blue-collar;casado;priamaria;no;293;si;si;movil;102;7-may-2021;1;-1;0;;no
26727;55;retired;soltero;priamaria;no;700;no;si;;141;27-jun-2021;1;-1;0;;no
26728;29;management;casado;universitarios;no;318;si;no;movil;1434;18-may-2021;2;356;4;sin_exito;no
26729;35;technician;divorciado;secundaria/superiores;no;0;no;no;movil;124;25-aug-2021;4;-1;0;;no
26730;60;blue-collar;casado;;no;104;si;no;;22;5-may-2021;1;-1;0;;no
26731;28;blue-collar;soltero;secundaria/superiores;no;38;si;no;;31;23-may-2021;1;-1;0;;no
26732;50;blue-collar;casado;;no;1389;si;no;;162;19-jun-2021;3;-1;0;;no
26733;33;technician;casado;secundaria/superiores;no;-534;si;si;movil;16;8-aug-2021;7;-1;0;;no
26734;37;management;soltero;universitarios;no;3452;si;no;movil;8;29-aug-2021;9;-1;0;;no
26735;36;blue-collar;casado;secundaria/superiores;no;80;si;si;movil;234;5-may-2021;1;165;4;sin_exito;no
26736;42;blue-collar;casado;secundaria/superiores;no;4;si;si;;229;2-jun-2021;8;-1;0;;no
26737;27;admin.;soltero;secundaria/superiores;no;276;si;no;;311;19-may-2021;2;-1;0;;no
26738;53;blue-collar;casado;secundaria/superiores;no;148;si;no;movil;66;7-may-2021;1;359;1;sin_exito;no
26739;39;housemaid;casado;secundaria/superiores;no;1029;si;si;movil;133;23-jul-2021;3;-1;0;;no
26740;30;admin.;casado;secundaria/superiores;no;1589;si;no;movil;51;18-nov-2021;4;-1;0;;no
26741;31;unemployed;soltero;secundaria/superiores;no;8304;no;no;movil;164;20-oct-2021;1;183;1;sin_exito;no
26742;26;student;soltero;secundaria/superiores;no;6036;no;no;movil;152;1-oct-2021;1;-1;0;;no
26743;21;unemployed;soltero;secundaria/superiores;no;280;no;no;movil;280;11-aug-2021;2;-1;0;;no
26744;38;blue-collar;casado;secundaria/superiores;no;566;si;si;fijo;318;17-apr-2021;2;332;6;otro;no
26745;28;technician;casado;secundaria/superiores;no;930;si;si;;112;26-may-2021;1;-1;0;;no
26746;34;management;soltero;universitarios;no;2561;no;no;movil;554;29-dec-2021;1;-1;0;;no
26747;33;technician;casado;secundaria/superiores;no;390;no;no;movil;460;13-aug-2021;2;-1;0;;no
26748;35;unemployed;casado;secundaria/superiores;si;1054;si;si;movil;106;21-nov-2021;1;-1;0;;no
26749;47;blue-collar;casado;secundaria/superiores;no;1484;no;no;movil;274;21-jul-2021;3;-1;0;;no
26750;50;self-employed;divorciado;universitarios;no;13;si;no;movil;76;20-apr-2021;1;-1;0;;si
26751;49;management;soltero;universitarios;no;163;si;no;;496;6-may-2021;3;-1;0;;no
26752;68;retired;casado;secundaria/superiores;no;1146;no;no;movil;356;13-may-2021;1;71;5;exito;si
26753;24;self-employed;soltero;;no;1179;no;no;movil;122;10-feb-2021;1;-1;0;;no
26754;49;technician;casado;secundaria/superiores;no;6312;si;no;;93;2-jun-2021;2;-1;0;;no
26755;67;retired;casado;priamaria;no;708;no;no;movil;96;11-sep-2021;2;-1;0;;no
26756;23;entrepreneur;soltero;priamaria;no;4;si;no;;395;13-may-2021;2;-1;0;;si
26757;32;blue-collar;soltero;secundaria/superiores;no;5;si;si;;134;8-may-2021;1;-1;0;;no
26758;30;entrepreneur;casado;universitarios;no;366;no;no;movil;75;13-aug-2021;6;-1;0;;no
26759;48;blue-collar;casado;secundaria/superiores;no;1730;si;no;movil;489;4-feb-2021;1;178;2;sin_exito;si
26760;58;retired;casado;secundaria/superiores;no;2609;no;no;movil;136;12-aug-2021;5;-1;0;;no
26761;56;management;divorciado;universitarios;no;4266;si;no;;490;17-jun-2021;4;-1;0;;si
26762;32;admin.;soltero;secundaria/superiores;no;554;si;no;movil;101;28-may-2021;2;368;5;sin_exito;no
26763;37;blue-collar;casado;priamaria;no;3370;si;no;movil;156;20-nov-2021;4;-1;0;;no
26764;40;management;soltero;secundaria/superiores;no;269;no;no;;128;5-jun-2021;1;-1;0;;no
26765;32;blue-collar;casado;secundaria/superiores;no;363;si;no;;431;13-may-2021;1;-1;0;;no
26766;29;technician;soltero;universitarios;no;2485;no;no;fijo;48;24-jul-2021;6;-1;0;;no
26767;39;blue-collar;casado;secundaria/superiores;no;4777;si;no;movil;103;20-nov-2021;1;-1;0;;no
26768;33;self-employed;soltero;secundaria/superiores;no;136;si;no;movil;30;18-may-2021;2;336;13;otro;no
26769;60;admin.;divorciado;secundaria/superiores;no;174;si;no;movil;241;15-may-2021;1;364;1;sin_exito;no
26770;28;admin.;soltero;universitarios;no;4;no;no;;148;4-jun-2021;11;-1;0;;no
26771;39;blue-collar;soltero;secundaria/superiores;no;519;si;si;movil;180;5-may-2021;3;166;15;sin_exito;no
26772;41;technician;casado;secundaria/superiores;no;1270;si;no;;1389;5-may-2021;1;-1;0;;si
26773;37;admin.;casado;secundaria/superiores;no;313;si;no;;11;19-jun-2021;7;-1;0;;no
26774;45;blue-collar;casado;secundaria/superiores;no;430;no;si;movil;140;21-aug-2021;2;-1;0;;no
26775;30;services;divorciado;secundaria/superiores;no;-94;si;no;movil;41;14-jul-2021;2;-1;0;;no
26776;50;blue-collar;casado;;no;2284;si;no;fijo;1088;31-jul-2021;17;-1;0;;si
26777;43;blue-collar;casado;priamaria;no;8014;no;no;;523;16-jun-2021;1;-1;0;;no
26778;26;technician;soltero;secundaria/superiores;no;237;si;no;movil;1091;4-may-2021;3;-1;0;;si
26779;46;management;divorciado;universitarios;no;-154;no;no;movil;201;17-jul-2021;1;-1;0;;no
26780;41;entrepreneur;casado;secundaria/superiores;no;353;no;no;movil;90;19-nov-2021;2;-1;0;;no
26781;28;technician;soltero;secundaria/superiores;no;1363;no;no;movil;79;27-feb-2021;1;-1;0;;si
26782;45;entrepreneur;divorciado;universitarios;no;1867;si;no;movil;144;24-jul-2021;1;-1;0;;no
26783;40;technician;divorciado;secundaria/superiores;no;2394;no;no;;75;9-jun-2021;4;-1;0;;no
26784;33;blue-collar;casado;secundaria/superiores;no;931;si;no;movil;272;5-may-2021;2;336;1;sin_exito;no
26785;58;retired;divorciado;priamaria;no;720;no;no;fijo;250;22-may-2021;1;94;4;exito;no
26786;60;blue-collar;casado;priamaria;no;1262;si;si;;1015;13-may-2021;1;-1;0;;si
26787;48;management;casado;universitarios;no;20718;si;no;;125;14-may-2021;1;-1;0;;no
26788;48;housemaid;soltero;secundaria/superiores;no;1042;no;no;fijo;129;18-nov-2021;2;-1;0;;no
26789;43;admin.;divorciado;secundaria/superiores;no;1076;si;no;movil;223;12-may-2021;1;363;1;sin_exito;no
26790;58;management;casado;universitarios;no;1016;no;no;fijo;78;11-mar-2021;2;91;1;sin_exito;no
26791;57;management;divorciado;universitarios;no;3287;no;no;movil;867;22-jun-2021;1;84;3;exito;si
26792;36;management;soltero;universitarios;no;832;si;no;movil;237;20-apr-2021;2;-1;0;;no
26793;34;management;casado;priamaria;no;2026;si;no;;100;17-jun-2021;8;-1;0;;no
26794;55;self-employed;casado;secundaria/superiores;no;39;no;no;;20;17-jun-2021;1;-1;0;;no
26795;25;services;soltero;secundaria/superiores;no;88;si;no;movil;121;29-jul-2021;18;-1;0;;no
26796;34;technician;soltero;secundaria/superiores;no;0;no;no;movil;181;7-aug-2021;3;-1;0;;no
26797;37;technician;casado;universitarios;no;0;si;no;movil;484;25-aug-2021;4;-1;0;;no
26798;60;technician;divorciado;secundaria/superiores;no;11615;si;no;;70;3-jun-2021;10;-1;0;;no
26799;59;admin.;casado;priamaria;no;4387;si;no;fijo;73;16-jul-2021;6;-1;0;;no
26800;40;blue-collar;casado;priamaria;no;2129;si;no;movil;1156;20-apr-2021;3;-1;0;;no
26801;26;technician;divorciado;universitarios;no;278;si;si;movil;1467;7-jul-2021;1;-1;0;;no
26802;44;blue-collar;casado;priamaria;no;2958;si;no;;229;3-jun-2021;2;-1;0;;no
26803;33;self-employed;soltero;universitarios;no;301;si;no;movil;446;17-apr-2021;1;-1;0;;no
26804;36;entrepreneur;divorciado;universitarios;no;219;no;no;movil;358;26-aug-2021;4;-1;0;;no
26805;60;management;casado;universitarios;no;3824;no;no;movil;195;1-jun-2021;3;-1;0;;no
26806;42;management;casado;universitarios;no;1767;si;no;;283;30-may-2021;1;-1;0;;no
26807;26;student;soltero;secundaria/superiores;no;620;no;no;movil;76;26-aug-2021;1;96;2;exito;no
26808;32;blue-collar;divorciado;secundaria/superiores;no;8;si;no;movil;226;16-jul-2021;1;-1;0;;no
26809;73;retired;casado;secundaria/superiores;no;2850;no;no;movil;184;19-apr-2021;2;185;3;sin_exito;no
26810;44;services;casado;secundaria/superiores;no;556;no;no;;134;19-may-2021;3;-1;0;;no
26811;45;admin.;casado;;no;2033;no;no;movil;48;28-may-2021;4;-1;0;;no
26812;26;blue-collar;soltero;priamaria;no;-887;si;no;movil;827;18-may-2021;2;-1;0;;si
26813;24;management;soltero;universitarios;no;0;no;no;movil;526;6-oct-2021;1;-1;0;;no
26814;39;admin.;divorciado;secundaria/superiores;no;512;no;no;movil;275;4-feb-2021;1;-1;0;;no
26815;27;services;soltero;secundaria/superiores;no;4923;si;no;;57;19-may-2021;7;-1;0;;no
26816;42;blue-collar;divorciado;secundaria/superiores;no;-580;si;si;movil;172;13-may-2021;1;-1;0;;no
26817;71;retired;casado;secundaria/superiores;no;2850;no;no;movil;185;17-feb-2021;1;-1;0;;si
26818;31;technician;soltero;universitarios;no;454;no;no;movil;73;4-feb-2021;3;-1;0;;no
26819;37;management;casado;universitarios;no;539;no;no;movil;168;25-sep-2021;2;45;1;sin_exito;no
26820;56;technician;casado;secundaria/superiores;no;0;si;si;movil;152;29-apr-2021;1;223;3;otro;no
26821;29;technician;casado;secundaria/superiores;no;1599;si;no;movil;115;8-jul-2021;1;61;1;sin_exito;no
26822;36;blue-collar;casado;secundaria/superiores;no;-195;si;no;;229;13-may-2021;1;-1;0;;no
26823;34;self-employed;casado;universitarios;no;980;no;no;movil;243;8-jul-2021;1;348;3;sin_exito;no
26824;31;admin.;soltero;secundaria/superiores;no;112;si;no;movil;102;22-jul-2021;7;-1;0;;no
26825;34;blue-collar;casado;secundaria/superiores;no;130;no;si;movil;156;21-jul-2021;1;-1;0;;no
26826;36;technician;soltero;secundaria/superiores;no;-333;si;si;;847;9-may-2021;1;-1;0;;no
26827;38;admin.;casado;secundaria/superiores;no;-33;no;no;movil;162;29-jan-2021;1;-1;0;;no
26828;39;blue-collar;casado;secundaria/superiores;no;41;si;no;movil;135;13-may-2021;3;-1;0;;no
26829;38;technician;divorciado;secundaria/superiores;no;5733;si;no;movil;173;12-may-2021;8;278;4;sin_exito;no
26830;41;unemployed;casado;priamaria;no;2636;no;no;;318;19-jun-2021;1;-1;0;;no
26831;37;blue-collar;soltero;priamaria;si;21;no;no;movil;231;6-may-2021;2;-1;0;;no
26832;42;blue-collar;casado;;no;149;si;no;fijo;329;23-jul-2021;3;-1;0;;no
26833;29;services;casado;secundaria/superiores;no;340;si;si;;297;26-may-2021;1;-1;0;;no
26834;30;entrepreneur;casado;universitarios;no;93;si;no;movil;146;6-feb-2021;4;-1;0;;no
26835;34;management;soltero;universitarios;no;1228;no;no;movil;99;13-aug-2021;2;105;10;exito;no
26836;37;services;soltero;secundaria/superiores;no;1534;no;no;movil;267;30-jan-2021;6;-1;0;;no
26837;28;blue-collar;soltero;secundaria/superiores;no;1849;si;no;;204;28-may-2021;1;-1;0;;no
26838;36;technician;casado;secundaria/superiores;no;-78;si;no;movil;346;6-may-2021;1;-1;0;;no
26839;27;entrepreneur;soltero;universitarios;no;0;si;no;;103;4-jun-2021;2;-1;0;;no
26840;49;technician;casado;secundaria/superiores;no;2400;no;no;movil;262;21-oct-2021;3;-1;0;;no
26841;32;admin.;soltero;secundaria/superiores;no;-15;no;no;;214;27-may-2021;2;-1;0;;no
26842;22;student;soltero;;no;410;no;no;movil;365;16-nov-2021;1;-1;0;;no
26843;53;blue-collar;divorciado;priamaria;no;4222;no;no;;112;9-jun-2021;1;-1;0;;no
26844;60;management;casado;universitarios;no;70;no;no;movil;36;21-aug-2021;1;-1;0;;no
26845;37;management;casado;universitarios;no;1813;si;no;;291;21-may-2021;4;-1;0;;no
26846;52;blue-collar;casado;priamaria;no;940;si;no;movil;317;17-apr-2021;1;-1;0;;no
26847;38;blue-collar;casado;secundaria/superiores;no;0;no;no;;361;6-jun-2021;1;-1;0;;no
26848;33;technician;casado;secundaria/superiores;no;-160;si;no;movil;898;21-jul-2021;5;-1;0;;no
26849;43;blue-collar;casado;priamaria;no;56;no;no;movil;365;12-may-2021;2;-1;0;;no
26850;29;management;soltero;universitarios;no;797;si;no;movil;334;18-may-2021;2;-1;0;;no
26851;41;self-employed;casado;universitarios;no;-326;si;si;;86;23-may-2021;2;-1;0;;no
26852;41;blue-collar;casado;secundaria/superiores;no;1362;si;no;movil;25;18-nov-2021;1;-1;0;;no
26853;31;blue-collar;casado;secundaria/superiores;no;492;si;no;movil;99;6-feb-2021;1;-1;0;;no
26854;39;blue-collar;divorciado;secundaria/superiores;no;0;si;no;movil;275;11-may-2021;2;307;1;otro;no
26855;46;blue-collar;casado;secundaria/superiores;no;4707;si;no;;93;23-may-2021;8;-1;0;;no
26856;44;blue-collar;casado;secundaria/superiores;no;1147;si;no;;23;18-jun-2021;3;-1;0;;no
26857;44;services;casado;secundaria/superiores;no;-230;si;si;movil;352;20-nov-2021;1;177;1;sin_exito;no
26858;42;technician;casado;secundaria/superiores;si;-197;si;no;movil;66;6-aug-2021;7;-1;0;;no
26859;25;admin.;soltero;universitarios;no;760;si;no;movil;58;27-feb-2021;2;-1;0;;no
26860;42;management;soltero;universitarios;si;130;si;si;movil;112;18-nov-2021;1;-1;0;;no
26861;31;admin.;soltero;secundaria/superiores;no;1;no;no;movil;236;9-jul-2021;1;-1;0;;no
26862;31;blue-collar;casado;secundaria/superiores;no;1406;si;si;movil;1091;13-apr-2021;2;-1;0;;si
26863;51;admin.;soltero;secundaria/superiores;no;1994;no;no;;771;18-jun-2021;2;-1;0;;si
26864;38;technician;casado;secundaria/superiores;si;0;no;si;movil;44;31-jul-2021;28;-1;0;;no
26865;48;technician;casado;secundaria/superiores;no;862;no;no;movil;160;30-jul-2021;2;-1;0;;no
26866;55;services;casado;;no;-45;si;no;;764;16-may-2021;7;-1;0;;no
26867;39;technician;casado;secundaria/superiores;no;738;no;si;movil;90;29-jul-2021;2;-1;0;;no
26868;29;self-employed;soltero;universitarios;no;0;si;no;movil;231;8-jul-2021;1;-1;0;;no
26869;40;admin.;divorciado;secundaria/superiores;no;221;si;no;;154;13-may-2021;2;-1;0;;no
26870;48;management;casado;universitarios;no;58;no;si;movil;102;14-jul-2021;2;-1;0;;no
26871;32;technician;casado;universitarios;no;4089;no;no;movil;114;26-may-2021;7;287;3;sin_exito;no
26872;29;management;casado;priamaria;no;5547;no;no;movil;236;3-jul-2021;2;-1;0;;no
26873;45;blue-collar;casado;secundaria/superiores;no;1335;si;no;movil;702;25-aug-2021;2;-1;0;;no
26874;60;retired;casado;secundaria/superiores;no;78;no;si;;151;27-jun-2021;2;-1;0;;no
26875;35;blue-collar;casado;priamaria;no;1177;no;no;movil;243;8-jun-2021;4;-1;0;;si
26876;28;services;soltero;secundaria/superiores;no;68;si;no;;8;27-may-2021;2;-1;0;;no
26877;36;blue-collar;casado;;no;3783;no;no;;113;9-jun-2021;1;-1;0;;no
26878;37;management;casado;universitarios;no;1276;no;no;movil;146;16-nov-2021;1;94;2;exito;si
26879;38;self-employed;casado;universitarios;no;0;no;no;movil;117;29-aug-2021;3;-1;0;;no
26880;31;blue-collar;casado;secundaria/superiores;no;472;si;no;;907;13-may-2021;2;-1;0;;no
26881;26;admin.;divorciado;secundaria/superiores;si;-3;si;no;;181;13-may-2021;5;-1;0;;no
26882;24;management;soltero;universitarios;no;393;no;no;movil;1298;27-sep-2021;1;-1;0;;si
26883;34;technician;soltero;universitarios;no;332;no;no;movil;75;18-aug-2021;7;-1;0;;no
26884;33;admin.;soltero;secundaria/superiores;no;572;si;no;movil;1296;30-jan-2021;2;-1;0;;no
26885;63;admin.;casado;secundaria/superiores;no;0;si;no;movil;253;31-aug-2021;5;-1;0;;si
26886;50;management;casado;universitarios;no;3296;no;no;;255;18-jun-2021;2;-1;0;;no
26887;28;services;casado;secundaria/superiores;no;510;si;si;movil;1767;8-jul-2021;2;-1;0;;si
26888;60;entrepreneur;casado;secundaria/superiores;no;1393;no;no;;591;20-jun-2021;6;-1;0;;no
26889;54;entrepreneur;casado;universitarios;no;1129;no;si;movil;242;28-jan-2021;1;184;8;sin_exito;no
26890;59;retired;casado;priamaria;si;-13;no;no;movil;77;11-aug-2021;1;-1;0;;no
26891;47;management;casado;universitarios;no;699;no;no;movil;432;5-aug-2021;3;97;2;exito;no
26892;39;management;soltero;universitarios;no;416;no;no;movil;56;23-oct-2021;4;-1;0;;no
26893;47;blue-collar;casado;priamaria;no;145;no;no;;255;17-jun-2021;1;-1;0;;no
26894;37;blue-collar;casado;secundaria/superiores;no;-158;si;si;movil;892;7-may-2021;2;-1;0;;no
26895;42;management;casado;secundaria/superiores;no;1331;no;no;movil;698;23-jul-2021;2;-1;0;;no
26896;54;retired;casado;secundaria/superiores;no;1371;no;no;fijo;1492;25-jul-2021;2;-1;0;;si
26897;53;admin.;casado;secundaria/superiores;no;263;no;si;movil;143;18-jul-2021;7;-1;0;;no
26898;44;technician;casado;secundaria/superiores;no;533;si;no;movil;127;18-nov-2021;1;110;2;sin_exito;no
26899;50;admin.;casado;priamaria;no;82;no;no;movil;101;22-aug-2021;4;-1;0;;no
26900;32;technician;divorciado;universitarios;no;267;no;no;movil;128;26-may-2021;1;-1;0;;no
26901;40;blue-collar;divorciado;secundaria/superiores;no;635;si;no;movil;122;13-may-2021;2;-1;0;;no
26902;26;blue-collar;soltero;secundaria/superiores;no;5005;no;si;movil;117;3-apr-2021;1;-1;0;;si
26903;39;admin.;casado;secundaria/superiores;si;-104;si;no;movil;290;28-jul-2021;2;-1;0;;no
26904;51;admin.;divorciado;secundaria/superiores;no;228;si;no;;136;6-may-2021;1;-1;0;;no
26905;42;technician;casado;secundaria/superiores;no;1865;si;no;;164;15-may-2021;1;-1;0;;no
26906;34;student;soltero;;no;1281;no;no;movil;109;30-apr-2021;1;-1;0;;no
26907;35;blue-collar;casado;priamaria;no;202;si;si;movil;72;11-may-2021;2;-1;0;;no
26908;29;technician;soltero;universitarios;no;865;no;no;movil;248;17-may-2021;3;243;1;sin_exito;no
26909;51;management;casado;secundaria/superiores;no;0;no;no;;224;9-jun-2021;3;-1;0;;no
26910;48;blue-collar;divorciado;secundaria/superiores;no;501;si;no;movil;12;15-may-2021;5;-1;0;;no
26911;20;student;soltero;secundaria/superiores;no;130;no;no;fijo;75;4-may-2021;3;-1;0;;no
26912;52;housemaid;casado;priamaria;no;1466;no;si;movil;150;20-nov-2021;1;-1;0;;no
26913;36;blue-collar;casado;secundaria/superiores;no;1587;si;no;movil;200;28-jul-2021;2;-1;0;;no
26914;29;blue-collar;soltero;secundaria/superiores;no;218;no;no;movil;255;7-jul-2021;2;-1;0;;no
26915;48;management;divorciado;universitarios;no;2263;no;no;movil;874;29-jul-2021;2;-1;0;;si
26916;30;management;casado;universitarios;no;265;si;no;;45;26-may-2021;4;-1;0;;no
26917;41;blue-collar;casado;priamaria;no;2097;si;no;;160;14-may-2021;1;-1;0;;no
26918;30;management;soltero;universitarios;no;0;no;no;movil;62;28-aug-2021;7;-1;0;;no
26919;37;unemployed;casado;secundaria/superiores;no;356;no;no;movil;33;9-feb-2021;2;216;1;sin_exito;no
26920;58;unknown;casado;priamaria;no;7369;no;no;fijo;247;4-jun-2021;2;-1;0;;no
26921;38;technician;soltero;secundaria/superiores;no;275;si;no;movil;52;28-jan-2021;1;-1;0;;no
26922;30;blue-collar;soltero;;no;194;si;no;;410;16-may-2021;1;-1;0;;no
26923;39;management;soltero;universitarios;no;1234;no;no;fijo;64;29-jul-2021;4;-1;0;;no
26924;38;technician;soltero;secundaria/superiores;no;0;si;no;movil;196;7-apr-2021;2;-1;0;;no
26925;39;blue-collar;casado;secundaria/superiores;no;327;si;no;;244;20-may-2021;1;-1;0;;no
26926;37;services;casado;priamaria;no;52;si;no;;359;7-may-2021;1;-1;0;;no
26927;26;blue-collar;casado;priamaria;no;5116;si;no;movil;246;22-jul-2021;3;-1;0;;no
26928;50;admin.;casado;secundaria/superiores;no;-221;no;si;;90;3-jul-2021;1;-1;0;;no
26929;62;housemaid;casado;universitarios;no;1528;no;no;movil;134;15-oct-2021;2;184;1;exito;si
26930;37;technician;soltero;secundaria/superiores;si;-56;si;no;movil;291;6-aug-2021;4;-1;0;;no
26931;39;management;divorciado;universitarios;no;36;no;si;movil;133;13-may-2021;1;-1;0;;no
26932;56;retired;casado;universitarios;no;87;no;no;movil;136;8-jul-2021;2;-1;0;;no
26933;47;admin.;soltero;secundaria/superiores;no;19;si;si;movil;90;18-nov-2021;2;123;1;sin_exito;no
26934;27;blue-collar;soltero;priamaria;no;1;no;no;movil;10;3-feb-2021;6;-1;0;;no
26935;32;admin.;casado;secundaria/superiores;no;0;si;no;movil;524;16-jul-2021;4;-1;0;;no
26936;47;retired;casado;universitarios;no;1225;si;si;movil;191;29-jan-2021;3;227;2;sin_exito;no
26937;47;management;casado;universitarios;no;2306;no;no;fijo;239;6-aug-2021;4;-1;0;;si
26938;57;management;casado;universitarios;no;3431;si;no;;73;16-may-2021;1;-1;0;;no
26939;54;housemaid;casado;priamaria;no;3151;no;no;;350;18-jun-2021;7;-1;0;;no
26940;32;services;casado;secundaria/superiores;no;1397;si;no;movil;224;21-nov-2021;3;-1;0;;no
26941;64;management;casado;;no;2352;no;no;movil;153;4-may-2021;2;182;11;exito;si
26942;53;management;casado;universitarios;no;1014;no;si;movil;59;19-nov-2021;2;-1;0;;no
26943;51;technician;casado;secundaria/superiores;no;337;si;no;movil;687;20-aug-2021;4;-1;0;;no
26944;39;unemployed;casado;secundaria/superiores;no;0;si;no;;191;20-may-2021;1;-1;0;;no
26945;37;unemployed;soltero;universitarios;no;953;si;no;movil;102;2-feb-2021;1;155;5;sin_exito;no
26946;59;management;casado;secundaria/superiores;no;4412;no;no;movil;162;2-nov-2021;2;-1;0;;si
26947;33;technician;soltero;secundaria/superiores;no;56;no;no;;236;7-may-2021;2;-1;0;;no
26948;58;blue-collar;casado;priamaria;no;3;no;si;fijo;55;29-jul-2021;16;-1;0;;no
26949;46;services;soltero;;no;454;no;no;movil;155;24-apr-2021;9;-1;0;;no
26950;38;admin.;casado;secundaria/superiores;no;0;si;no;movil;175;8-may-2021;2;-1;0;;no
26951;38;blue-collar;casado;secundaria/superiores;no;205;si;no;;170;3-jun-2021;1;-1;0;;no
